id,제품명,제품회사,분류,성분,효능,용법,저장방법
110,메로드정2밀리그람(디아제팜),동화약품(주),전문의약품, 디아제팜,(경구 : 정제),"(경구 : 정제) 성인1. 디아제팜으로서 1회 210㎎을 1일 24회 경구투여하고, 골격근경련의 경우 1일 34회 투여한다.2. 마취전투약 : 이 약으로서 1일 510㎎을 취침전 또는 수술전 경구투여한다.3. 알코올 금단증상 : 이 약으로서 초회량 10㎎을 34회 투여하고 이후 필요할 때까지 1회 5㎎으로 감량하여 1일 34회 투여한다.4. 고령자 및 쇠약 환자 : 이 약으로서 초회량 22.5㎎을 1일 12회 투여하고 필요시 점차 증량한다. 소아최저유효량으로 치료를 시작해서 필요에 따라 증가시킬 수 있으나 투여기간은 최소화한다. 이 약으로서 초회량 12.5㎎을 1일 34회 투여한다. 투여범위는 1일 체중 ㎏당 0.10.3㎎을 34회 분할 경구투여한다. 6개월 이하의 영아에는 투여하지 않는다.(주사제) 성인1. 불안, 긴장 : 디아제팜으로서 중증인 경우 510㎎, 경증 또는 중등도의 경우 25㎎을 정맥 또는 근육주사한다. 필요에 따라 34시간후 반복 투여할 수 있다. 다만, 8시간 이내에 30㎎이상을 투여하지 않는다.2. 골격근 경련의 완화보조제 : 이 약으로서 510㎎을 정맥 또는 근육주사한다. 필요에 따라 34시간후 반복투여할 수 있다. 파상풍에는 더 많은 양이 필요할 수 있다.3. 경련발작 또는 간질중첩상태의 치료보조제 : 이 약으로서 초회량 510㎎을 정맥주사하고 필요에 따라 1015분 간격으로 최대 30㎎까지 천천히 정맥주사한다. 잔류하고있을 활성대사산물을 고려해야하며 만성 폐질환 환자 또는 불안정한 심혈관상태의 환자에는 매우 신중히 투여한다.4. 마취전투약 : 이 약으로서 수술전 10㎎을 근육주사한다.5. 알코올 금단증상 : 이 약으로서 초회량 10㎎을 정맥 또는 근육주사한다. 필요에 따라 34시간후 510㎎을 반복 투여할 수 있다.6. 내시경 검사 : 이 약으로서 10㎎ 또는 그 이하의 양을 정맥주사한다. 필요에 따라 20㎎까지 증량할 수 있다. 정맥주사를 할 수 없으면 검사 30분전에 510㎎을 천천히 근육주사한다.7. 심율동전환 : 이 약으로서 510분전에 515㎎을 천천히 정맥주사한다. 소아1. 불안, 긴장 : 디아제팜으로서 체중 ㎏당 0.040.2㎎을 정맥 또는 근육주사한다. 필요에 따라 24시간마다 반복 투여할 수 있다. 다만, 8시간 이내에 체중 ㎏당 0.6㎎이상 투여하지 않는다.2. 경련발작 또는 간질중첩상태의 치료보조제 : 1개월 이상의 영아와 5세 미만의 유아는 이 약으로서 0.20.5㎎을 25분 간격으로 최대 5㎎까지 천천히 정맥주사한다. 5세 이상의 유·소아는 1㎎을 25분 간격으로 최대 10㎎이 될 때까지 천천히 정맥주사한다. 필요에 따라 24시간마다 반복투여할 수 있다. 경련환자는 정맥주사가 더 바람직하나 정맥주사가 불가능하면 근육주사도 사용할 수 있다.3. 파상풍에서의 경련 완화 : 이 약으로서 1개월 이상의 영아와 5세 미만의 유아는 12㎎을 천천히 정맥 또는 근육주사한다. 필요에따라 34시간마다 반복 투여할 수 있다. 5세 이상의 유·소아는 510㎎을 천천히 정맥 또는 근육주사한다. 필요에 따라 34시간마다 반복 투여할 수 있다.근육주사시에는 심부에 투여하고 정맥주사시에는 호흡보조장치가 준비되어 있어야 한다. 세정맥에는 정맥주사하지 말고 동맥내투여 또는 혈관외유출을 피하기 위해 신중히 투여한다. 정맥주사시에는 적어도 5㎎/분 속도로 천천히 주사하고 주사기내에서 다른 제제와 혼합해서는 안되며 정맥주사용액으로도 희석해서는 안된다.","차광밀폐용기, 실온보관"
111,아티반정0.5밀리그람(로라제팜),일동제약(주),전문의약품, 로라제팜,"이 약은 일상적 스트레스와 연관된 불안 또는 긴장의 경우 이 약의 치료가 필요하지 않으며, 임상학적으로 증상이 심각하거나 환자의 행동에 심한 장애가 있을 경우에만 사용한다.",성인 : 로라제팜으로서 1일 1 ∼ 4 mg을 2 ∼ 3회 분할 경구투여한다. 신경증 및 정신신체장애의 경우 1일 10 mg까지 투여할 수 있다.증상에 따라 적절히 증감한다.,DUR성분(성분1/성분2..병용성분)로라제팜
112,아티반정1밀리그람(로라제팜),일동제약(주),전문의약품, 로라제팜,"이 약은 일상적 스트레스와 연관된 불안 또는 긴장의 경우 이 약의 치료가 필요하지 않으며, 임상학적으로 증상이 심각하거나 환자의 행동에 심한 장애가 있을 경우에만 사용한다.",성인 : 로라제팜으로서 1일 1 ∼ 4 mg을 2 ∼ 3회 분할 경구투여한다. 신경증 및 정신신체장애의 경우 1일 10 mg까지 투여할 수 있다.증상에 따라 적절히 증감한다.,DUR성분(성분1/성분2..병용성분)로라제팜
113,삼진디아제팜주,삼진제약(주),19790214, 디아제팜,근육주사시에는 심부에 투여하고 정맥주사시에는 호흡보조장치가 준비되어 있어야 한다. 세정맥에는 정맥주사하지 말고 동맥내투여 또는 혈관외유출을 피하기 위해 신중히 투여한다. 정맥주사시에는 적어도 5㎎/분 속도로 천천히 주사하고 주사기내에서 다른 제제와 혼합해서는 안 된다.," 성인1. 불안, 긴장 : 디아제팜으로서 중증인 경우 510㎎, 경증 또는 중등도의 경우 25㎎을 정맥 또는 근육주사한다. 필요에 따라 34시간후 반복 투여할 수 있다. 다만, 8시간 이내에 30㎎이상을 투여하지 않는다.2. 골격근 경련의 완화보조제 : 이 약으로서 510㎎을 정맥 또는 근육주사한다. 필요에 따라 34시간후 반복투여할 수 있다. 파상풍에는 더 많은 양이 필요할 수 있다.3. 경련발작 또는 간질중첩상태의 치료보조제 : 이 약으로서 초회량 510㎎을 정맥주사하고 필요에 따라 1015분 간격으로 최대 30㎎까지 천천히 정맥주사한다. 잔류하고있을 활성대사산물을 고려해야하며 만성 폐질환 환자 또는 불안정한 심혈관상태의 환자에는 매우 신중히 투여한다.4. 마취전투약 : 이 약으로서 수술전 10㎎을 근육주사한다.5. 알코올 금단증상 : 이 약으로서 초회량 10㎎을 정맥 또는 근육주사한다. 필요에 따라 34시간후 510㎎을 반복 투여할 수 있다.6. 내시경 검사 : 이 약으로서 10㎎ 또는 그 이하의 양을 정맥주사한다. 필요에 따라 20㎎까지 증량할 수 있다. 정맥주사를 할 수 없으면 검사 30분전에 510㎎을 천천히 근육주사한다.7. 심율동전환 : 이 약으로서 510분전에 515㎎을 천천히 정맥주사한다. 소아원칙적으로 정맥주사하며, 정맥주사가 불가능한 경우에는 근육주사 할 수 있다.1. 불안, 긴장 : 디아제팜으로서 체중 ㎏당 0.040.2㎎을 정맥주사한다. 필요에 따라 24시간마다 반복 투여할 수 있다. 다만, 8시간 이내에 체중 ㎏당 0.6㎎이상 투여하지 않는다.2. 경련발작 또는 간질중첩상태의 치료보조제 : 1개월 이상의 영아와 5세 미만의 유아는 이 약으로서 0.20.5㎎을 25분 간격으로 최대 5㎎까지 천천히 정맥주사한다. 5세 이상의 유·소아는 1㎎을 25분 간격으로 최대 10㎎이 될 때까지 천천히 정맥주사한다. 필요에 따라 24시간마다 반복투여 할 수 있다.3. 파상풍에서의 경련 완화 : 이 약으로서 1개월 이상의 영아와 5세 미만의 유아는 12㎎을 천천히 정맥주사한다. 필요에 따라 34시간마다 반복 투여할 수 있다. 5세 이상의 유·소아는 510㎎을 천천히 정맥주사한다. 필요에 따라 34시간마다 반복 투여할 수 있다.근육주사시에는 심부에 투여하고 정맥주사시에는 호흡보조장치가 준비되어 있어야 한다. 세정맥에는 정맥주사하지 말고 동맥내투여 또는 혈관외유출을 피하기 위해 신중히 투여한다. 정맥주사시에는 적어도 5㎎/분 속도로 천천히 주사하고 주사기내에서 다른 제제와 혼합해서는 안 된다.",DUR성분(성분1/성분2..병용성분)디아제팜
114,화원셀라세페이트(원료),(주)화원약품,19790214, 셀라세페이트,의약품 조제 또는 제조용,의약품 조제 또는 제조용,"밀폐용기, 실온(1∼30℃)보관"
115,화원케토프로펜(원료),(주)화원약품,19790522, 케토프로펜,의약품 조제 또는 제조용,의약품 조제 또는 제조용분류번호 : 719(주성분으로 사용하는 원료의약품에 한함),"차광한 기밀용기, 실온(1~30℃)보관"
116,화원주석산수소콜린,(주)화원약품,19790623, 주석산수소콜린,의약품 조제 또는 제조용,의약품 조제 또는 제조용,기밀용기
117,화원리소짐염산염(원료),(주)화원약품,19791218, 리소짐염산염,의약품 조제 또는 제조용,의약품 조제 또는 제조용,"기밀용기, 실온(1∼30℃)보관"
118,화원옥수수전분(원료),(주)화원약품,19791017,첨가제 : 옥수수전분,의약품 조제 또는 제조용,의약품 조제 또는 제조용,"밀폐용기, 실온(1∼30℃)보관"
119,화원정제쉘락,(주)화원약품,19791203, 정제쉘락(쉘락),의약품 조제 또는 제조용,의약품 조제 또는 제조용,밀폐용기
120,화원로페라미드염산염(원료),(주)화원약품,19790119, 로페라미드염산염,의약품 조제 또는 제조용,의약품 조제 또는 제조용,"기밀용기,실온(1~30℃)보관"
121,화원히드록소코발라민아세트산염,(주)화원약품,19791218, 히드록소코발라민아세트산염,의약품 조제 또는 제조용,의약품 조제 또는 제조용,차광한 기밀용기(냉소)
122,화원코바마미드(원료),(주)화원약품,19791218, 코바마미드,의약품 조제 또는 제조용,의약품 조제 또는 제조용,차광한 기밀용기
123,화원푸마르산철,(주)화원약품,19791203, 푸마르산철,의약품 조제 또는 제조용,의약품 조제 또는 제조용,밀폐용기
124,원풍아미노필린수화물,(주)원풍약품상사,19790410, 아미노필린수화물,의약품 조제 또는 제조용,의약품 조제 또는 제조용,차광한 기밀용기
125,아시원과립(방풍통성산엑스과립),(유)한풍제약,19790918," 당귀, 형개, 대황, 활석, 황금, 연교, 박하, 망초, 방풍, 백출, 석고, 감초, 천궁, 치자, 마황, 작약, 길경, 방풍통성산 연조엑스, 생강",배에 피하지방이 많고 변비기가 있는 환자의 다음 증상 :,보통 성인 1회 1포(1회 용량)를 1일 3회 식전 또는 식간에 복용한다.,DUR성분(성분1/성분2..병용성분)유당
126,일동아목시실린수화물캡슐250밀리그램,일동제약(주),보령제약(주), 아목시실린수화물,(캡슐제)(정제)(건조시럽제),"(캡슐제)(정제)(건조시럽제) 성인 및 체중 20 Kg 이상인 소아 : 아목시실린으로서 1회 250～500mg(역가) 1일 3회 경구 투여한다. 체중 20 Kg 미만인 소아 : 1일 체중 Kg당 20～40mg(역가)을 3회 분할 경구 투여한다.연령, 증상에 따라 적절히 증감한다.(주사제) 성인 : 아목시실린으로서 1회 500mg(역가)을 8시간마다 근육 또는 3～4분 동안 정맥주사한다. 중증감염에는 1회 1000mg(역가)을 6시간마다 정맥주사한다. 소아(10세 이하) : 1일 체중 Kg당 50～100mg(역가)을 분할 정맥 또는 근육주사 한다.연령, 증상에 따라 적절히 증감한다.<이 약의 조제법>1. 주사액은 조제 후 즉시 투여한다.2. 근육주사, 정맥주사 시에는 주사용수를 용매로 사용하고 주사용매의 양을 결정한다. 아목시실린나트륨  근육주사  정맥주사  주사용수  총용적  주사용수  총용적  250mg  1.5mL  1.7mL  5.0mL  5.2mL  500mg  2.5mL  2.9mL  10.0mL  10.4mL  1000mg  2.5mL  3.3mL  20.0mL  20.8mL 3. 주사용수에 용해시킨 후 일시적으로 색의 변화가 일어날 수 있다.근육주사용 주사액은 투명하지 않아도 별 지장 없이 사용될 수 있다. 근육주사 시 통증을 줄이기 위해 0.5% 염산프로카인이나 1% 염산리도카인주사액을 주사용수 대신 사용할 수 있다.4. 정맥주사 시 아미노산용액, 지질유탁액 및 혈액제제와 혼합주사 하지 않는다.","방습, 기밀용기, 실온보관(1~30℃) "
127,슈다페드정(슈도에페드린염산염),삼일제약(주),전문의약품, 슈도에페드린염산염,"다음 질환에 의한 비충혈 완화 : 감기, 부비동염, 상기도 알레르기"," 성인 및 12세 이상 : 수도에페드린염산염으로서 1회 30 ～ 60 mg 1일 3 ～ 4회 경구투여한다. 1일 최대투여량은 240 mg이다. 6세 이상 ～ 11세 이하 : 이 약으로서 1회 30 mg, 1일 3 ～ 4회 경구투여한다.이 약의 1일 총 투여횟수는 4회를 초과하지 않으며 최소 4시간 간격을 유지하여 투여한다. 연령, 증상에 따라 적절히 증감한다.",DUR성분(성분1/성분2..병용성분)슈도에페드린셀레길린염산염
128,"루카신주사750밀리그램(설박탐나트륨,암피실린나트륨)",삼진제약(주),전문의약품," 암피실린나트륨, 설박탐나트륨","*황색포도구균, *표피포도구균, 폐렴연쇄구균, 엔테로콕쿠스 파이칼리스, 스트렙토콕쿠스 피오게네스(그룹A베타용혈성), 스트렙토콕쿠스 비리단스, *인플루엔자균, *파라플루엔자균 *모락셀라 카타랄리스, *대장균, *클레브시엘라, *프로테우스 미라빌리스, 프로테우스 불가리스, 프로비덴시아 레트게리, 모르가넬라 모르가니, 엔테로박터, *임균, *박테로이드(박테로이디즈 프라질리스 포함), 프로비덴시아 스투아르티","* 주사방법ㆍ 정주 : 적어도 10～15분이상 천천히 주사, 주입액으로서 50～100mL 이상의 희석액으로 15～30분이상 주입.ㆍ 근육주사 시는 깊게 주사한다.1. 성인 : 암피실린나트륨 및 설박탐나트륨의 혼합물로서 1회 0.5～3g(역가)을 1일 3～4회 정맥주사 또는 근육주사 한다. 1일 최대용량은 설박탐으로서 4g(역가)이다. 감염증의 정도  1일 용량(암피실린나트륨역가 + 설박탐나트륨역가)  경증  1.5 ～ 3g ( 1 + 0.5 ～ 2 + 1 )  중등증  ～ 6g ( 4 + 2 )  중증  ～ 12g ( 8 + 4 ) 2. 신생아, 유아, 소아 : 1일 Kg당 60～150mg(역가)을 3～4회 분할하여 투여한다. 신생아 특히 조산아의 경우 출생 후 1주 동안은 2회 분할(12시간 간격으로) 투여한다.3. 신장애 환자(크레아티닌청소율이 30mL/min이하)는 투여횟수를 줄여야 한다.4. 외과수술시 감염예방의 경우 마취유도할 때 1.5～3g(역가)을 정맥주사 또는 근육주사하며 필요하면 3～4회 더 투여한다.<이 약의 조제법>정맥 또는 근육주사하기 위하여 주사용 증류수, 주사용 생리식염액 또는 포도당 주사액으로 용해하며 적어도 3분 이상에 걸쳐 천천히 주사한다.\xa0 역가(g) \xa0 최종농도(mg/mL)  총용량(g)  (설박탐/암피실린)  희석액부피(mL)  (설박탐/암피실린)  ① 0.75  (0.25/0.5)  1.6  375(125/250)  ② 1.5  (0.5/1.0)  3.2  375(125/250) ",DUR성분(성분1/성분2..병용성분)설박탐나트륨
